It's very warm and friendly.,40.86647,-73.88529,60
Beautiful Private Bedroom in NY,40.87083,-73.88706,45
BronxHattan,40.86677,-73.89578,65
,40.86046,-73.88378,130
"large, affordable, clean,convenient",40.85575,-73.90006,34
Comfy Cave Inn,40.85972,-73.89461,65
Great Place for Medical Students,40.8559,-73.90086,50
Habitación ubicada céntricamente en la ciudad.,40.86723,-73.89035,80
New York Guests House,40.85534,-73.89733,66
"Large, Sunny Private Bedroom in Kingsbridge, Bronx",40.869,-73.89349,70
Hispanic Cultured NYC!,40.85604,-73.90403,59
"Beautiful, clean, warm and friendly.",40.86873,-73.88584,55
Hispanic Cultured NYC 2.0,40.85651,-73.90443,69
Entire Home near ❀ Botanic Gardens ❀ Sleeps 7!,40.86899,-73.88815,200
Beautiful room with view in newly-renovated house,40.86627,-73.88665,65
"New Room Private Bathroom, Backyard, Near Metro",40.86579,-73.88693,60
"Bright Large Room, great location, backyard",40.86648,-73.8888,57
Chez vous en famille,40.85416,-73.9017,60
Next to Train B/D/4 Hospital & Campus,40.86091,-73.90002,99
🍃 Extra Large bedroom w/ Park View,40.86339,-73.89625,95
"Cozy, clean room, backyard, close to subway, city",40.86684,-73.88782,44
★*･:Entire Apt w/ Sunny Views 3 mins from Subway,40.85216,-73.90152,193
A very private living room and bedroom,40.86894,-73.89411,70
Building,40.86814,-73.8946,150
Kingsbridge 1,40.86694,-73.89285,60
2nd Floor Guest Room in Beautiful Renovated House,40.85988,-73.90284,38
The best on the bronx to 15 minutes of Manhattan,40.86864,-73.89273,70
The Boogie Down Exchange,40.86303,-73.89839,98
Cozy w/ Hispanic Cultured NYC,40.85847,-73.90205,48
Fordham Manor,40.86376,-73.89333,50
A Large Sunny Private Room,40.85569,-73.90018,35
Cozy room . 4/20 friendly,40.86432,-73.89182,45
New York Celebration,40.85142,-73.89988,250
"Beautiful and spacious private room near 4, B & D🚊",40.8573,-73.90379,39
"My home is a comfortable, clean and peaceful",40.85868,-73.90025,80
"Huge private room - 1 person 
Access to kitchen",40.86795,-73.89203,80
Peaceful and clean,40.85841,-73.8989,90
Lovely bedroom apartment  🏳️‍🌈,40.8688,-73.88947,90
Fordham studio,40.85923,-73.89362,50
Modern Private Room  with Queen Bed - Bronx,40.85701,-73.90321,70
Modern Private Room with Full Bed - Bronx,40.85509,-73.90307,70
Cuarto para viajeros a 25 Min de Central Park,40.85508,-73.90143,91
Lovely 1 bedroom apartment,40.85976,-73.90179,222
habitacion en el bronx,40.86717,-73.89304,65
Hip-Hop capital of the world meets in the Heights,40.85952,-73.89383,70
"Exquisite, Cozy, Private Room, near Yankee Stadium",40.85758,-73.89672,66
The Big Apple/Near Hospital & 2 mins from Subway,40.85359,-73.90279,325
Entire Apt w/Sunny Views 3 mins from Subway,40.852,-73.90246,350
"Room near Bronx Zoo, NYBG & Montefiore Hospital",40.86852,-73.88685,47
"Incredible, clean townhouse w/ backyard n laundry",40.86157,-73.90005,42
Lovely and clean townhouse with backyard,40.85983,-73.90225,45
Lovely Private One Bedroom Apartment In The Bronx,40.85598,-73.89895,130
Spacious Newly renovated apartment in the Bronx,40.85922,-73.8949,180
Modern townhouse with backyard,40.85977,-73.90061,48
Authentic and affordable townhouse,40.854424,-73.898941,48
Amazing room near Fordham University with Balcony!,40.86258,-73.89878,86
Cozy townhouse,40.85327,-73.8986,46
Spacious and affordable townhouse,40.85376,-73.89975,47
Knockout townhouse with backyard,40.86134,-73.90067,47
Marisol room in Bronx near everything,40.8541,-73.90024,100
"Lovely one bedroom Cozy pad, Kitchen & Full bath.",40.8673,-73.88811,130
Acogedor y confortable apartamento,40.8661998,-73.8936418,81
"2nd floor Apt, 5 minutes away from the train!",40.86887,-73.89505,243
Splendid Entire Apartment Unit,40.85282,-73.9003,155
Zona central del bronx  con seguridad y elevador,40.86569,-73.89051,200
Hermosa habitación con todo incluido en el Bronx .,40.85711,-73.89952,70
Entire apt 5 minutes away from 2 express trains!,40.8687,-73.89518,150
Comfortable and quiet room to rest.,40.85865,-73.90355,52
The family room!,40.85663,-73.90235,74
Bright and spacious townhouse room,40.855549680723634,-73.89971783859394,59
Cozy and affordable townhouse,40.85534,-73.89872,45
Amplia habitación en el Bronx.,40.85248010000001,-73.9025004,53
